location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,high_surveillance_risk_probability,poor_stool_adequacy_probability,delayed_reporting_probability,under_vaccinated_afp_probability,suspected_poliovirus_probability,alert_level,alert_role,source_zone_high_risk_count,source_zone_max_high_surveillance_risk_probability,source_zone_top_source_woreda,alert_reasons,recommended_action
ETH:b13b57715e2f,2026-01-01,Addis Ababa,Addis Ketema,Addis Ketema,0.00022552448,0.09878087,0.53491324,0.11930767,0.06506469,critical,high_risk_source,1,0.00022552448,Addis Ketema,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:5c3ac49afbf6,2026-01-01,Amhara,Central Gondar,West Dembia,0.00021708568,0.049608592,0.5680473,0.13550164,0.0579155,critical,high_risk_source,2,0.019717451,Lay Armachiho,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET031213,2026-01-01,Amhara,West Gondar,Metema,0.00020578597,0.11356952,0.20682943,0.1817581,0.25320524,critical,high_risk_source,2,0.0014415632,West arimachiho,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:4ea71e18c898,2026-01-01,Amhara,East Gojjam,Hulteeju enesie,0.00020027453,0.058423176,0.33253184,0.13421088,0.07340966,critical,high_risk_source,7,0.008097793,Mesikan,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:00988b9566db,2026-01-01,Amhara,North Wollo,Dawunt,0.00019951843,0.012880404,0.2790606,0.16139969,0.22749071,critical,high_risk_source,7,0.003540008,Meket,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET040810,2026-01-01,Oromia,Arsi,AMIGNA,0.19695368,0.23814867,0.9225052,0.5392439,0.023226164,high,high_risk_source,10,0.19695368,DEKSIS,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal; high next-month surveillance-risk probability,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:655d570b210f,2026-01-01,Oromia,West Shewa,Ejere,0.09434032,0.21356994,0.5207666,0.18640748,0.03730062,high,high_risk_source,5,0.09434032,Jeldu,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal; high next-month surveillance-risk probability,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:aa0ae4978590,2026-01-01,Central Ethiopia,Siliti,Dalocha town,0.08312561,0.22250985,0.8125186,0.23280558,0.02666134,high,high_risk_source,4,0.08312561,West azernet,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal; high next-month surveillance-risk probability,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:a128a738fc99,2026-01-01,Oromia,Arsi,MUNESA,0.06244231,0.1981575,0.789183,0.21692653,0.029402439,high,high_risk_source,10,0.19695368,DEKSIS,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal; high next-month surveillance-risk probability,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET040804,2026-01-01,Oromia,Arsi,JEJU,0.058948006,0.24422275,0.75905114,0.3421092,0.020354928,high,high_risk_source,10,0.19695368,DEKSIS,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal; high next-month surveillance-risk probability,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET050207,2026-01-01,Somali,Fafan,Harshin,0.042718943,0.2713251,0.7803016,0.18172514,0.031235028,high,high_risk_source,1,0.042718943,Harshin,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:583a4fc9f721,2026-01-01,Oromia,East Hararge,Midhega Tola,0.03184408,0.25689277,0.4213698,0.2221685,0.02113038,high,high_risk_source,12,0.03184408,Fadis,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:1022f7d1c962,2026-01-01,Oromia,West Wellega,Gimbi Rural,0.025295088,0.3152193,0.7160045,0.14798209,0.016236808,high,high_risk_source,4,0.025295088,Leta Sibu,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:47372f770d78,2026-01-01,Sidama,North Sidama,Gorche,0.016407011,0.5022653,0.41443858,0.1429797,0.042115074,high,high_risk_source,4,0.016407011,Borricha,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:4e0c5a6ef6a4,2026-01-01,Oromia,Shagar City,Furi,0.013875342,0.17496097,0.5082485,0.18617207,0.014925127,high,high_risk_source,8,0.013875342,Melka Nonno,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:25db93d79901,2026-01-01,Central Ethiopia,Hadiya,East Badewacho,0.013723275,0.494104,0.43980637,0.1638194,0.03627061,high,high_risk_source,3,0.013723275,Ameka,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET060304,2026-01-01,Benishangul Gumuz,Assosa,Sherkole,0.010120103,0.30307838,0.34501722,0.17708348,0.035187624,high,high_risk_source,2,0.010120103,Abrahamo,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:d9ba7095899c,2026-01-01,Oromia,West Hararge,Gelelmso Town,0.008396263,0.11522118,0.28734857,0.19274683,0.027859066,high,high_risk_source,4,0.010975016,Anchar WorHO,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:cf6e8242bfde,2026-01-01,Somali,ERAR,Salahad,0.0063074664,0.38817573,0.39123306,0.23737714,0.0081172995,high,high_risk_source,2,0.0063074664,Hamaro,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:c97512535541,2026-01-01,Addis Ababa,Bole,Bole,0.0058252043,0.31309786,0.36223787,0.19802536,0.014710467,high,high_risk_source,1,0.0058252043,Bole,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:4604b9aafee8,2026-01-01,Oromia,East Hararge,Haromaya,0.005413882,0.2580796,0.45433328,0.13986397,0.041666534,high,high_risk_source,12,0.03184408,Fadis,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:3e5235e168ba,2026-01-01,Oromia,Horo Gudru,Jima Rare,0.005099509,0.048101816,0.18783775,0.18697095,0.023174629,high,high_risk_source,2,0.005099509,Shambu Town,delayed AFP notification or investigation risk; under-vaccinated AFP signal,strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET080107,2026-01-01,South Ethiopia,Wolayita,Ofa,0.0041727084,0.18324324,0.7577249,0.31411812,0.01616206,high,high_risk_source,5,0.036849186,Boloso Bombe,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:a1387925c12d,2026-01-01,Oromia,KELEM,Dale Wabera,0.0041727084,0.3750269,0.72491586,0.33865356,0.034190495,high,high_risk_source,3,0.0041727084,Anfilo,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET042201,2026-01-01,Oromia,East Borena,Negele Town,0.0038776079,0.23810217,0.42328775,0.26933193,0.016889535,high,high_risk_source,4,0.022674123,Madawalabu,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:9247a2b45ae5,2026-01-01,Amhara,North Shewa (AM),Morete,0.0037308394,0.15070231,0.5214413,0.18768403,0.03625048,high,high_risk_source,9,0.014617951,Angolela,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:0c96fc2f69e5,2026-01-01,Oromia,Shagar City,Eka Tafo,0.0035671312,0.12988812,0.43509206,0.19006214,0.008188525,high,high_risk_source,8,0.013875342,Melka Nonno,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:21c1104c2114,2026-01-01,Oromia,Shagar City,Kura Jida,0.0034682916,0.29592437,0.561744,0.08583086,0.02458963,high,high_risk_source,8,0.013875342,Melka Nonno,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:0dd798ea213e,2026-01-01,Sidama,Southern Sidama,Dara Otilcho,0.0034245749,0.25376436,0.7854618,0.32840922,0.04994724,high,high_risk_source,3,0.0034245749,Teticha,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:808ac43b13f4,2026-01-01,Oromia,Woliso Town,Woliso Town,0.0032294088,0.46284324,0.50873977,0.21225214,0.020143244,high,high_risk_source,1,0.0032294088,Woliso Town,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:8ad4036222ac,2026-01-01,Central Ethiopia,Kebena Special,Kebena Special Woreda,0.00290612,0.2689371,0.2950483,0.21204689,0.017582607,high,high_risk_source,1,0.00290612,Kebena Special Woreda,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:bcc658d42e5f,2026-01-01,Central Ethiopia,Guraghie,Enor enor meger,0.002901891,0.23732138,0.3312555,0.1792195,0.036145467,high,high_risk_source,2,0.013141292,Emidibr town,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:0e95aa067a47,2026-01-01,Amhara,South Gonder,Estie,0.0028325673,0.24534172,0.58456624,0.45216966,0.018392714,high,high_risk_source,6,0.003749955,Libo kemkem,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:866b461f24b0,2026-01-01,Amhara,North Wollo,Lalibela Town,0.0028325673,0.2079514,0.6425819,0.20935357,0.045368757,high,high_risk_source,7,0.003540008,Meket,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET010105,2026-01-01,Tigray,North Western,Asgede,0.0028325673,0.28509784,0.74680537,0.4099055,0.018392714,high,high_risk_source,3,0.0028325673,Laelay Adiabo,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET041402,2026-01-01,Oromia,Guji,Bore,0.002664575,0.21804033,0.5963999,0.21903098,0.039581086,high,high_risk_source,1,0.002664575,Bore,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:94d038cb90c1,2026-01-01,Amhara,North Shewa (AM),Kuyu,0.0024127054,0.12734,0.7717091,0.45718855,0.013582462,high,high_risk_source,9,0.014617951,Angolela,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:32cb9f4df492,2026-01-01,Amhara,West Gojjam,Dega Damot,0.0023242338,0.17030929,0.6741743,0.29958513,0.012645449,high,high_risk_source,4,0.0023242338,Bure Zuria,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:e4d1a965debc,2026-01-01,Oromia,East Hararge,Keresa,0.0022123167,0.38879132,0.5970912,0.1483057,0.03424782,high,high_risk_source,12,0.03184408,Fadis,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:9db72a299e0c,2026-01-01,Oromia,East Hararge,Melka Belo,0.0021162068,0.7122712,0.4909359,0.053642157,0.043059845,high,high_risk_source,12,0.03184408,Fadis,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET040814,2026-01-01,Oromia,Arsi,SHIRKA,0.0018583199,0.05979697,0.612567,0.35716248,0.012292303,high,high_risk_source,10,0.19695368,DEKSIS,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:fb65c9af9274,2026-01-01,Sidama,North Sidama,Melga,0.0018372718,0.047266364,0.6461293,0.21529451,0.04443936,high,high_risk_source,4,0.016407011,Borricha,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:2b6f662f0c5e,2026-01-01,Oromia,Shagar City,Gefersa Guji,0.0018099439,0.029971892,0.69296,0.5242375,0.01529861,high,high_risk_source,8,0.013875342,Melka Nonno,delayed AFP notification or investigation risk; under-vaccinated AFP signal,strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET080113,2026-01-01,South Ethiopia,Wolayita,Sodo Town,0.0017141127,0.23433489,0.5742984,0.123557106,0.009441212,high,high_risk_source,5,0.036849186,Boloso Bombe,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:c16dca6d0dd0,2026-01-01,Amhara,North Wollo,Gubalafto,0.0016667362,0.16393769,0.53121114,0.39181757,0.03201866,high,high_risk_source,7,0.003540008,Meket,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET080217,2026-01-01,South Ethiopia,Gamo,Kucha,0.0014740383,0.038774103,0.2084158,0.16543426,0.034357805,high,high_risk_source,3,0.011783849,Arbaminch Zuria,delayed AFP notification or investigation risk; under-vaccinated AFP signal,strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:de69ba18bb2f,2026-01-01,Sidama,North Sidama,Hawella,0.0013009487,0.09614144,0.39519796,0.36634,0.021880247,high,high_risk_source,4,0.016407011,Borricha,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:efc1888613b8,2026-01-01,Oromia,West Hararge,Tulo WorHO,0.0012454743,0.047479242,0.1948006,0.20681542,0.020465992,high,high_risk_source,4,0.010975016,Anchar WorHO,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:7d431fa7828a,2026-01-01,Oromia,West Arsi,Shalla,0.0012046896,0.2053517,0.27796313,0.22193295,0.040433828,high,high_risk_source,2,0.06952575,Siraro,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:2f159485cf90,2026-01-01,Afar,Zone 1,Mille,0.0011572735,0.075900495,0.7591595,0.12647048,0.013147657,high,high_risk_source,2,0.001666626,Kori,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET060204,2026-01-01,Benishangul Gumuz,Metekel,Mandura,0.0011216305,0.31881148,0.4555782,0.13314973,0.0076240166,high,high_risk_source,2,0.0016586004,Dangur,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:b2f43671815b,2026-01-01,Sidama,East Sidama,Bona Zuria,0.0010308675,0.3154492,0.51425594,0.06524299,0.032741934,high,high_risk_source,5,0.0021162068,Hoko,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET010602,2026-01-01,Tigray,South Eastern,Enderta,0.0010083416,0.16280131,0.35457203,0.19357102,0.03787066,high,high_risk_source,1,0.0010083416,Enderta,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:1c4a583c5d6f,2026-01-01,Amhara,North Shewa (AM),Kewote,0.0009652215,0.30699927,0.71631515,0.17126618,0.012549428,high,high_risk_source,9,0.014617951,Angolela,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:55d63326dc87,2026-01-01,Amhara,North Wollo,Gidan,0.0009652215,0.1991885,0.8194825,0.17768937,0.020214131,high,high_risk_source,7,0.003540008,Meket,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET010109,2026-01-01,Tigray,North Western,Laelay Koraro,0.0008780064,0.12622757,0.78035724,0.16967054,0.006458623,high,high_risk_source,3,0.0028325673,Laelay Adiabo,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:08971b53e9e6,2026-01-01,Oromia,East Hararge,Gursuum,0.00086883904,0.0599219,0.33631042,0.31658575,0.015150552,high,high_risk_source,12,0.03184408,Fadis,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET040622,2026-01-01,Oromia,North Shewa (OR),Mulo,0.0007663096,0.0704363,0.47617006,0.26355302,0.037645113,high,high_risk_source,3,0.07980209,Aleltu,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:0d681752a165,2026-01-01,Tigray,Central Tigray,adwa zuria,0.0007533151,0.09243552,0.62586254,0.23232172,0.036058176,high,high_risk_source,3,0.0037629856,Rama,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:1963e7cb5f47,2026-01-01,Somali,Korahe,Dhoboweyn,0.0007216622,0.045068603,0.36516368,0.26862898,0.012985388,high,high_risk_source,2,0.0023949938,Shilabo,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET040205,2026-01-01,Oromia,East Wellega,Boneya Boshe,0.0006809615,0.20605308,0.32006738,0.2264352,0.025366418,high,high_risk_source,4,0.0019616652,Kiremu,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:4a7a9b70ccf8,2026-01-01,Oromia,East Wellega,Wayu Tuqa,0.00066883495,0.39297876,0.3610755,0.09150515,0.03914289,high,high_risk_source,4,0.0019616652,Kiremu,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:684eceef135f,2026-01-01,Somali,DAWA,Moyale,0.00062803057,0.25584587,0.39595315,0.23113595,0.011550269,high,high_risk_source,1,0.00062803057,Moyale,poor stool adequacy risk; delayed AFP notification or investigation risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:63a14ab8c875,2026-01-01,Central Ethiopia,East Guraghie,Enseno,0.0005204778,0.26605824,0.5131703,0.058328696,0.027838744,high,high_risk_source,2,0.0012046896,Mesikan,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:bd477a35b8af,2026-01-01,Oromia,JIMMA,Mana,0.0005204778,0.26605824,0.49516267,0.05884244,0.026635194,high,high_risk_source,2,0.001983892,Gomma,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:231bc272eac4,2026-01-01,Central Ethiopia,Siliti,Dalocha woreda,0.00048175533,0.23573719,0.50975895,0.16102242,0.017337726,high,high_risk_source,4,0.08312561,West azernet,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:ET070206,2026-01-01,Central Ethiopia,Hadiya,Soro,0.0004807807,0.09463649,0.47224426,0.15467447,0.014933365,high,high_risk_source,3,0.013723275,Ameka,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:a0eb36d3acfa,2026-01-01,Amhara,North Gojjam,Debub Achefer,0.00037496717,0.028594235,0.4350048,0.33133018,0.013473098,high,high_risk_source,3,0.0014356353,Semen Mecha,delayed AFP notification or investigation risk; under-vaccinated AFP signal,strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:ET041301,2026-01-01,Oromia,South West Shewa,Ameya,0.00033712294,0.22725922,0.40905577,0.19296704,0.004440841,high,high_risk_source,2,0.003606647,Bacho,poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:12debc6a70fa,2026-01-01,Amhara,East Gojjam,Goncha,0.00033652905,0.018928558,0.31802952,0.34784248,0.024926221,high,high_risk_source,7,0.008097793,Mesikan,suspected poliovirus surveillance signal; delayed AFP notification or investigation risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:c96d2e239f22,2026-01-01,Oromia,East Wellega,Gudeya Bila,0.0002862031,0.18085445,0.36029255,0.12121983,0.011800263,high,high_risk_source,4,0.0019616652,Kiremu,suspected poliovirus surveillance signal; poor stool adequacy risk; delayed AFP notification or investigation risk; lab result delay risk; under-vaccinated AFP signal,escalate surveillance review without treating it as confirmed outbreak; verify stool collection and specimen handling; strengthen AFP notification and rapid investigation follow-up; follow up lab reporting pipeline; prioritize immunization outreach
ETH:e931a65f8511,2026-01-01,Amhara,South Gonder,Dera,0.00027262053,0.036800716,0.50939035,0.25124496,0.041748073,high,high_risk_source,6,0.003749955,Libo kemkem,delayed AFP notification or investigation risk; under-vaccinated AFP signal,strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
ETH:c9022199751f,2026-01-01,Amhara,West Gojjam,Jabi Tehinan,0.0002675216,0.03827358,0.40333223,0.25161347,0.022752983,high,high_risk_source,4,0.0023242338,Bure Zuria,delayed AFP notification or investigation risk; under-vaccinated AFP signal,strengthen AFP notification and rapid investigation follow-up; prioritize immunization outreach
